,account_value,date
0,1013252.75,2020-09-14
1,1022620.44,2020-09-15
2,1010519.06,2020-09-16
3,1000174.44,2020-09-17
4,987974.06,2020-09-18
5,987126.4,2020-09-21
6,1000576.25,2020-09-22
7,981270.0,2020-09-23
8,985835.1,2020-09-24
9,999863.1,2020-09-25
10,1015265.6,2020-09-28
11,1014774.1,2020-09-29
12,1024284.2,2020-09-30
13,1036251.9,2020-10-01
14,1017542.06,2020-10-02
15,1034417.5,2020-10-05
16,1020294.3,2020-10-06
17,1035730.8,2020-10-07
18,1037747.4,2020-10-08
19,1049876.8,2020-10-09
20,1069400.4,2020-10-12
21,1071272.1,2020-10-13
22,1061491.6,2020-10-14
23,1055698.4,2020-10-15
24,1055358.6,2020-10-16
25,1037634.94,2020-10-19
26,1039809.0,2020-10-20
27,1035985.3,2020-10-21
28,1033430.25,2020-10-22
29,1040274.3,2020-10-23
30,1025197.8,2020-10-26
31,1030374.25,2020-10-27
32,998700.94,2020-10-28
33,1009454.5,2020-10-29
34,994614.5,2020-10-30
35,1001059.75,2020-11-02
36,1018170.56,2020-11-03
37,1049253.2,2020-11-04
38,1066427.9,2020-11-05
39,1069345.5,2020-11-06
40,1058785.2,2020-11-09
41,1049703.5,2020-11-10
42,1068912.1,2020-11-11
43,1060268.0,2020-11-12
44,1067568.0,2020-11-13
45,1071887.9,2020-11-16
46,1067333.8,2020-11-17
47,1056324.4,2020-11-18
48,1061881.2,2020-11-19
49,1055208.0,2020-11-20
50,1052562.4,2020-11-23
51,1056778.0,2020-11-24
52,1060152.4,2020-11-25
53,1069681.6,2020-11-27
54,1070552.4,2020-11-30
55,1081682.5,2020-12-01
56,1077674.4,2020-12-02
57,1078733.4,2020-12-03
58,1084260.0,2020-12-04
59,1084486.1,2020-12-07
60,1085436.4,2020-12-08
61,1073510.4,2020-12-09
62,1075548.6,2020-12-10
63,1070893.2,2020-12-11
64,1073993.5,2020-12-14
65,1082843.6,2020-12-15
66,1087115.9,2020-12-16
67,1100085.6,2020-12-17
68,1099532.8,2020-12-18
69,1094498.4,2020-12-21
