train/critic_loss,train/learning_rate,time/fps,time/episodes,train/reward,train/n_updates,time/time_elapsed,train/actor_loss,time/total_timesteps
18.34911346435547,0.001,117,4,4.4253883,11471,98,28.724788665771484,11572
6.542777061462402,0.001,115,8,4.4253883,23043,201,10.43344497680664,23144
8.151211738586426,0.001,113,12,4.4253883,34615,304,1.1831270456314087,34716
4.087409019470215,0.001,114,16,4.4253883,46187,405,-5.880373001098633,46288
2.288862705230713,0.001,115,20,4.4253883,57759,499,-6.239987373352051,57860
1.7688407897949219,0.001,116,24,4.4253883,69331,597,-7.487750053405762,69432
1.4264765977859497,0.001,116,28,4.4253883,80903,693,-13.299738883972168,81004
1.3731498718261719,0.001,117,32,4.4253883,92475,790,-14.315237045288086,92576
