,0
Annual return,0.26746716247386204
Cumulative returns,0.3716678366685755
Annual volatility,0.14464404137121922
Sharpe ratio,1.716472761409747
Calmar ratio,3.0769985890985505
Stability,0.8882207037299065
Max drawdown,-0.08692469454534922
Omega ratio,1.3292659590517635
Sortino ratio,2.555075056592361
Skew,
Kurtosis,
Tail ratio,1.126666114309388
Daily value at risk,-0.01723820788902019
