,0
Annual return,0.21817185683396811
Cumulative returns,0.30100235438095857
Annual volatility,0.15150386086145293
Sharpe ratio,1.3826088133428203
Calmar ratio,2.0006166878348353
Stability,0.8548040171592239
Max drawdown,-0.10905230280273445
Omega ratio,1.2598011970725131
Sortino ratio,2.0326996997844384
Skew,
Kurtosis,
Tail ratio,1.0829979062226243
Daily value at risk,-0.018256459876126695
