,0
Annual return,0.2703837594809646
Cumulative returns,0.3758779505654162
Annual volatility,0.14174700450471367
Sharpe ratio,1.7648858163333085
Calmar ratio,3.0554745148777798
Stability,0.9362539796091086
Max drawdown,-0.08849157738492218
Omega ratio,1.3452470336726037
Sortino ratio,2.671931710868901
Skew,
Kurtosis,
Tail ratio,1.0681950526679764
Daily value at risk,-0.016865716660062667
