,dates,weights
32,2009-05-01,"[0.03860188 0.01712978 0.01672557 0.04204952 0.0162779  0.03973438
 0.04063285 0.04012378 0.01705539 0.04274817 0.03835971 0.04060677
 0.04082992 0.01591063 0.03941472 0.0422106  0.03306956 0.01550404
 0.03086614 0.03903554 0.04210792 0.018423   0.03883313 0.01562049
 0.01618524 0.03650617 0.03775376 0.03928291 0.04179088 0.0157318
 0.03518688 0.01569097]"
33,2009-05-04,"[0.03736088 0.01750819 0.01708031 0.04050096 0.01642953 0.03792478
 0.04039771 0.03828763 0.01750676 0.03990538 0.03750853 0.04197525
 0.04069959 0.01545723 0.03820712 0.03980101 0.03300611 0.01680799
 0.03166945 0.04165914 0.04736049 0.01885114 0.04042631 0.01545964
 0.01694814 0.03587926 0.03777032 0.04023918 0.04193888 0.01564451
 0.03393168 0.01585697]"
34,2009-05-05,"[0.03878801 0.01705761 0.01613403 0.04203433 0.01629918 0.03904625
 0.04121668 0.03931215 0.01708486 0.04029934 0.03896272 0.04160834
 0.04181277 0.01555427 0.03895199 0.04142321 0.03268015 0.0154197
 0.03110427 0.04140301 0.03857374 0.01890429 0.04020218 0.01516108
 0.01603145 0.03670076 0.03814283 0.03895877 0.04440754 0.01561427
 0.03512478 0.01598539]"
35,2009-05-06,"[0.03862702 0.01709279 0.01580191 0.04232129 0.01650398 0.03853516
 0.04139488 0.04112478 0.01772485 0.0384468  0.03886714 0.04233355
 0.03947681 0.01498596 0.03866317 0.04109258 0.03460545 0.01686602
 0.02856237 0.04054987 0.04011093 0.01821578 0.03842674 0.01547848
 0.01667929 0.0403491  0.0382044  0.04100955 0.03860125 0.01854532
 0.03485726 0.01594559]"
36,2009-05-07,"[0.04021852 0.01773165 0.01534129 0.04195175 0.01621788 0.0374755
 0.04166488 0.04125542 0.01760227 0.03982138 0.03973346 0.04111485
 0.04027829 0.01634586 0.03973143 0.04643055 0.03429621 0.01555272
 0.03073037 0.04007    0.04038204 0.01942368 0.03685958 0.01545633
 0.01646261 0.03745537 0.03653876 0.03771584 0.03842185 0.01635224
 0.03573043 0.01563705]"
37,2009-05-08,"[0.03804615 0.01887559 0.0152982  0.04243705 0.01582816 0.03909176
 0.04072219 0.04048853 0.01725409 0.03963271 0.03956632 0.04227766
 0.03934812 0.01764744 0.03791909 0.04088267 0.03397525 0.01718249
 0.03184042 0.04177468 0.04073872 0.0193504  0.03765822 0.01543372
 0.01599238 0.03547244 0.03900141 0.03978072 0.03928829 0.01586132
 0.03554673 0.01578711]"
38,2009-05-11,"[0.03959615 0.01933258 0.01744987 0.04093823 0.01611171 0.03773088
 0.04138928 0.03932745 0.01730534 0.03993862 0.03832192 0.04100778
 0.04057729 0.01643654 0.04044626 0.0406092  0.03503925 0.01489528
 0.03040389 0.04075829 0.04141721 0.01901943 0.03820151 0.0154456
 0.01653391 0.03634977 0.03710747 0.0406114  0.04045087 0.01576247
 0.03564731 0.01583728]"
39,2009-05-12,"[0.03943874 0.01722142 0.01667289 0.04119741 0.01657943 0.03839131
 0.04284233 0.04124523 0.01790055 0.03948093 0.03848078 0.04186416
 0.04049477 0.01538029 0.04013409 0.04112969 0.03291735 0.0159017
 0.02934723 0.04029879 0.03997282 0.0190541  0.0375594  0.01619342
 0.0189125  0.03693685 0.03817454 0.03947704 0.03880173 0.01619614
 0.03620838 0.01559399]"
40,2009-05-13,"[0.04059735 0.01679417 0.01674195 0.04186149 0.01621241 0.03782812
 0.04150501 0.04105715 0.01742907 0.03745439 0.03908333 0.04122603
 0.04035604 0.01596515 0.04023677 0.04127135 0.03467325 0.01595159
 0.03001433 0.0400513  0.0402     0.01965851 0.03983571 0.01616196
 0.01666679 0.03624674 0.03846433 0.04020316 0.03855623 0.01560923
 0.03538548 0.01670165]"
41,2009-05-14,"[0.03878957 0.01744075 0.01531687 0.04147361 0.01635461 0.03811915
 0.03646774 0.03967504 0.01778289 0.04106699 0.03827729 0.0425773
 0.04003092 0.01619417 0.03860866 0.04221972 0.03406944 0.0164573
 0.03029572 0.0414193  0.0423267  0.01835063 0.04100333 0.0158823
 0.01626872 0.03708264 0.03861869 0.03980719 0.0407571  0.01589747
 0.03524089 0.0161272 ]"
