,dates,weights
195,2021-06-23,"[0.12296785 0.15204439 0.1625768  0.24065304 0.10366604 0.12818384
 0.08990801]"
196,2021-06-24,"[0.13536757 0.16949092 0.17921378 0.1602034  0.11500619 0.14079955
 0.09991857]"
197,2021-06-25,"[0.13623509 0.17041321 0.17997389 0.15611406 0.11437006 0.14295322
 0.09994052]"
198,2021-06-28,"[0.13484052 0.1624483  0.17874683 0.1744023  0.11169187 0.1379014
 0.09996878]"
199,2021-06-29,"[0.1342765  0.16833586 0.17591673 0.16935943 0.1129954  0.14016809
 0.098948  ]"
200,2021-06-30,"[0.12999523 0.16332598 0.1711984  0.19544113 0.1100942  0.13554187
 0.09440324]"
201,2021-07-01,"[0.13595608 0.17026849 0.1794022  0.15843762 0.11371887 0.1422322
 0.09998452]"
202,2021-07-02,"[0.13448443 0.16678672 0.17822392 0.16717725 0.11259271 0.14070317
 0.10003178]"
203,2021-07-06,"[0.13202554 0.15899204 0.17133972 0.19443743 0.10985466 0.13640572
 0.09694496]"
204,2021-07-07,"[0.13670114 0.1654823  0.18053535 0.1625554  0.11383288 0.13964258
 0.10125042]"
205,2021-07-08,"[0.13280524 0.16388799 0.17474799 0.18305224 0.11085112 0.13827893
 0.09637642]"
206,2021-07-09,"[0.13149682 0.16654924 0.17375706 0.1795783  0.11274997 0.13845779
 0.0974108 ]"
207,2021-07-12,"[0.13802145 0.17162342 0.18308914 0.1473219  0.11633215 0.14287703
 0.10073498]"
208,2021-07-13,"[0.13047007 0.15770538 0.17143908 0.20104325 0.10750044 0.13590747
 0.09593433]"
209,2021-07-14,"[0.13707578 0.16764197 0.17811339 0.16094044 0.11430673 0.14075765
 0.10116401]"
210,2021-07-15,"[0.13558799 0.16550209 0.17642191 0.16842923 0.11351254 0.14159
 0.09895626]"
211,2021-07-16,"[0.13272783 0.16205157 0.17431678 0.18787143 0.10936448 0.13654634
 0.09712153]"
212,2021-07-19,"[0.13472112 0.1633193  0.1742722  0.18319663 0.10971677 0.13684976
 0.09792423]"
213,2021-07-20,"[0.13323557 0.17150638 0.17913891 0.158618   0.11552062 0.14315525
 0.09882521]"
214,2021-07-21,"[0.13590276 0.17172799 0.17924528 0.15391436 0.11605299 0.14261967
 0.10053695]"
215,2021-07-22,"[0.12933873 0.1578502  0.17144766 0.20274425 0.10777155 0.13484615
 0.09600155]"
216,2021-07-23,"[0.13610521 0.16750745 0.18054703 0.15856683 0.11443354 0.14189859
 0.10094143]"
217,2021-07-26,"[0.13033742 0.16578828 0.17093457 0.19231986 0.11060281 0.13490923
 0.09510794]"
218,2021-07-27,"[0.1383416  0.16837229 0.18126129 0.15225077 0.11547072 0.1436325
 0.1006709 ]"
219,2021-07-28,"[0.12987293 0.1623665  0.17164178 0.19482295 0.11023533 0.13542205
 0.09563851]"
220,2021-07-29,"[0.1345232  0.16687569 0.1828436  0.16440701 0.11347855 0.13923684
 0.09863508]"
221,2021-07-30,"[0.1336176  0.16429809 0.17528303 0.18125592 0.11053028 0.13724971
 0.09776533]"
222,2021-08-02,"[0.13297121 0.16345531 0.17510745 0.17948501 0.11243097 0.13943444
 0.09711566]"
223,2021-08-03,"[0.1348093  0.16474824 0.17815505 0.16962464 0.11327985 0.13919805
 0.10018486]"
224,2021-08-04,"[0.13379307 0.16314624 0.17700255 0.17928    0.11115236 0.13749103
 0.09813474]"
225,2021-08-05,"[0.13141333 0.17103648 0.17172231 0.17084889 0.11226135 0.14596535
 0.09675235]"
226,2021-08-06,"[0.13496049 0.1667831  0.17678949 0.17460535 0.11375836 0.135053
 0.09805021]"
227,2021-08-09,"[0.13316862 0.16247661 0.17561223 0.18159424 0.11151247 0.13791563
 0.09772023]"
228,2021-08-10,"[0.13508546 0.17114133 0.17650901 0.1598359  0.11485735 0.14416291
 0.0984081 ]"
229,2021-08-11,"[0.13560204 0.16997974 0.17889631 0.16244712 0.11449552 0.13903365
 0.09954572]"
230,2021-08-12,"[0.13290131 0.16324353 0.17768145 0.1806795  0.11084029 0.1370499
 0.09760401]"
231,2021-08-13,"[0.13410671 0.1639041  0.17474543 0.17681825 0.1114468  0.14044835
 0.0985304 ]"
232,2021-08-16,"[0.13430853 0.16516298 0.17733362 0.17598575 0.11173438 0.13643196
 0.09904275]"
233,2021-08-17,"[0.13450879 0.16343117 0.17590651 0.17593706 0.11141449 0.14107303
 0.09772897]"
234,2021-08-18,"[0.13468398 0.16735843 0.17549543 0.17405073 0.11156813 0.13854568
 0.09829757]"
235,2021-08-19,"[0.13190804 0.16047685 0.17237638 0.19086207 0.1095992  0.13694213
 0.09783536]"
236,2021-08-20,"[0.13643633 0.17319426 0.18205233 0.14993632 0.11505569 0.14263834
 0.10068671]"
237,2021-08-23,"[0.12961122 0.16617586 0.17235292 0.18780005 0.11129541 0.13696761
 0.09579691]"
238,2021-08-24,"[0.1316809  0.17127009 0.17475654 0.17388728 0.11216538 0.1398152
 0.09642461]"
239,2021-08-25,"[0.13489354 0.1659907  0.17800781 0.16890211 0.11357607 0.13957852
 0.09905125]"
240,2021-08-26,"[0.13438763 0.16722481 0.17262305 0.17752701 0.11149433 0.13860193
 0.09814125]"
241,2021-08-27,"[0.12950832 0.1643769  0.17243858 0.1919292  0.11054619 0.13562392
 0.09557689]"
242,2021-08-30,"[0.13767314 0.16855776 0.18202242 0.15282558 0.11421254 0.14254613
 0.10216247]"
243,2021-08-31,"[0.1311788  0.16641559 0.17206685 0.18827547 0.11048754 0.13630787
 0.09526792]"
244,2021-09-01,"[0.13483728 0.16477293 0.17803326 0.16912256 0.11331365 0.1406423
 0.09927806]"
245,2021-09-02,"[0.13222547 0.16522765 0.17425671 0.18159485 0.11138035 0.13811311
 0.09720184]"
246,2021-09-03,"[0.13425066 0.1622721  0.17614205 0.1769801  0.11220637 0.13959989
 0.09854881]"
247,2021-09-07,"[0.13430542 0.17144339 0.1747637  0.16881648 0.11237737 0.14010721
 0.09818639]"
248,2021-09-08,"[0.13544242 0.16664988 0.17894009 0.16942199 0.11227185 0.1376463
 0.09962745]"
