,dates,weights
0,2020-09-14,"[0.05681094 0.03838109 0.04588913 0.04053103 0.02530065 0.03814124
 0.03068757 0.033002   0.02389659 0.0378542  0.0609133  0.02529158
 0.03054087 0.04613686 0.05546885 0.02440833 0.02631273 0.02420024
 0.06127061 0.05110807 0.02488274 0.02989453 0.03262186 0.0274035
 0.05947219 0.04957923]"
1,2020-09-15,"[0.05703528 0.0374687  0.04577145 0.04036737 0.02594604 0.03762012
 0.03088238 0.03286073 0.02412982 0.03884346 0.06127021 0.02559515
 0.0307392  0.046309   0.05590752 0.02473941 0.02519449 0.02408366
 0.06065586 0.05113401 0.02497742 0.02999463 0.03212777 0.0272959
 0.05945712 0.0495933 ]"
2,2020-09-16,"[0.05825216 0.03708084 0.04365591 0.0408657  0.02540915 0.03737143
 0.03015377 0.0334477  0.0240475  0.03840782 0.06064657 0.02539847
 0.03011648 0.04697042 0.05580792 0.02441527 0.02456161 0.0242476
 0.06213501 0.05197592 0.02437417 0.02996899 0.03270629 0.02737963
 0.06021572 0.05038788]"
3,2020-09-17,"[0.0581578  0.03753766 0.04540667 0.04094948 0.02542486 0.03857984
 0.03046994 0.03293959 0.02352797 0.0382847  0.06103346 0.02525691
 0.03033263 0.04665919 0.05544753 0.02456011 0.02535177 0.02446176
 0.06150658 0.05054856 0.02421601 0.03028137 0.032717   0.0275835
 0.06056711 0.04819797]"
4,2020-09-18,"[0.05827345 0.03701004 0.04501023 0.04091852 0.02559658 0.03815533
 0.03052775 0.03318898 0.02398706 0.03806402 0.06047148 0.02593109
 0.03028493 0.04778659 0.05525362 0.02455963 0.02494489 0.02445907
 0.06164132 0.05053006 0.02438108 0.0298119  0.0323352  0.02773167
 0.06022768 0.04891776]"
5,2020-09-21,"[0.05761218 0.03893471 0.04592299 0.03977214 0.02581552 0.03738008
 0.03131966 0.03345321 0.02410913 0.03800764 0.06019384 0.02631355
 0.03142262 0.04533308 0.05632655 0.02485008 0.02589525 0.02384141
 0.06163573 0.05037866 0.02508603 0.02948188 0.03156312 0.02701921
 0.05904802 0.04928365]"
6,2020-09-22,"[0.05678816 0.03783363 0.0455384  0.04064127 0.02684426 0.03743077
 0.03037984 0.03309301 0.02380646 0.03880171 0.06016294 0.0254807
 0.03115178 0.04565935 0.05875028 0.02481854 0.02509531 0.02409115
 0.06128264 0.0503215  0.02456972 0.02977523 0.03242757 0.02718554
 0.0591336  0.0489366 ]"
7,2020-09-23,"[0.05869477 0.03688394 0.04444167 0.04045545 0.02516787 0.03772615
 0.03023398 0.03373712 0.02317673 0.03793181 0.06043183 0.02576228
 0.03001005 0.04755931 0.05780815 0.02422349 0.02464566 0.02445172
 0.06235657 0.05137948 0.02419626 0.02963893 0.03214269 0.02707313
 0.05997789 0.04989306]"
8,2020-09-24,"[0.05729573 0.03796709 0.04463435 0.03991344 0.02579575 0.03782921
 0.03116623 0.03314212 0.02391163 0.03871912 0.06029457 0.0255677
 0.03084707 0.04642557 0.05565567 0.02476817 0.02554204 0.02397847
 0.06167648 0.05076556 0.02489899 0.0300155  0.0322348  0.02736114
 0.05973524 0.04985834]"
9,2020-09-25,"[0.05675534 0.03862332 0.04562206 0.04049171 0.02601711 0.03723495
 0.03061906 0.03219    0.02404466 0.0384234  0.06055964 0.02606846
 0.03116336 0.0462288  0.05529831 0.02477254 0.02589936 0.02403948
 0.06173614 0.05101905 0.02505746 0.0297502  0.03218858 0.02732674
 0.05909094 0.04977928]"
