,dates,weights
0,2020-09-14,"[0.11370932 0.17084002 0.12601951 0.09200843 0.22310334 0.1404201
 0.13389921]"
1,2020-09-15,"[0.11477637 0.17133863 0.12553602 0.08992912 0.22303651 0.14081094
 0.13457239]"
2,2020-09-16,"[0.11555701 0.16871968 0.12559545 0.09006336 0.22747144 0.14036383
 0.13222921]"
3,2020-09-17,"[0.11606863 0.17022032 0.12570834 0.0890221  0.22460526 0.14107299
 0.13330233]"
4,2020-09-18,"[0.11648775 0.1701448  0.12543687 0.09032032 0.22316493 0.1407979
 0.13364741]"
5,2020-09-21,"[0.11676134 0.1727505  0.12480538 0.08891561 0.21994656 0.14131244
 0.13550809]"
6,2020-09-22,"[0.1143493  0.17182696 0.1256256  0.08960684 0.22319949 0.14106028
 0.13433154]"
7,2020-09-23,"[0.11764131 0.17036442 0.12564357 0.08770628 0.2237315  0.14153555
 0.1333774 ]"
8,2020-09-24,"[0.11487647 0.17086609 0.12531877 0.09125901 0.22255976 0.14112803
 0.1339919 ]"
9,2020-09-25,"[0.11391008 0.17123447 0.12542313 0.09024497 0.22419098 0.14071982
 0.13427654]"
10,2020-09-28,"[0.11358219 0.1709964  0.12611929 0.08935229 0.22543094 0.14077614
 0.13374281]"
11,2020-09-29,"[0.1156332  0.17121165 0.12486489 0.09103573 0.22287394 0.14024952
 0.13413107]"
12,2020-09-30,"[0.11491413 0.1718691  0.12591794 0.08917996 0.22256511 0.1410238
 0.13452998]"
13,2020-10-01,"[0.11447106 0.17157516 0.12553354 0.09102497 0.22234699 0.14074181
 0.13430643]"
14,2020-10-02,"[0.11663181 0.16897516 0.12561925 0.08983587 0.22564153 0.14072827
 0.13256817]"
15,2020-10-05,"[0.11362776 0.17135029 0.12680927 0.09018517 0.22314247 0.14075333
 0.13413173]"
16,2020-10-06,"[0.11657286 0.16996919 0.12558831 0.0893278  0.22412455 0.14097548
 0.13344178]"
17,2020-10-07,"[0.11375371 0.17095113 0.12635823 0.0898338  0.22419478 0.14094968
 0.13395868]"
