,dates,weights
0,2020-09-14,"[0.05674278 0.03810943 0.04204169 0.0386888  0.02557155 0.0374041
 0.03207212 0.03371871 0.0237286  0.03894138 0.06120339 0.0252101
 0.03425163 0.04488559 0.0582561  0.02471549 0.02506698 0.02399578
 0.06221524 0.05098974 0.0246979  0.0295707  0.03292593 0.02912362
 0.05614036 0.04973227]"
1,2020-09-15,"[0.05800365 0.0377012  0.04328047 0.04014895 0.02559884 0.03850141
 0.03050045 0.03333898 0.02343016 0.04016498 0.06052553 0.02653466
 0.03166164 0.0464629  0.05732152 0.02502661 0.02555168 0.02424596
 0.05931538 0.04967478 0.02466891 0.02959509 0.03278334 0.02637766
 0.06067657 0.0489086 ]"
2,2020-09-16,"[0.05666552 0.03903468 0.04506233 0.03705544 0.0256835  0.03734938
 0.03083166 0.03273126 0.02398384 0.03818519 0.06110739 0.02538298
 0.03690645 0.04599372 0.05696448 0.0242043  0.0249158  0.02470903
 0.06245176 0.04790477 0.02386093 0.03002426 0.03236683 0.02881565
 0.06069547 0.04711341]"
3,2020-09-17,"[0.05758677 0.03730676 0.04469695 0.03869225 0.0252688  0.03931098
 0.02980094 0.03210418 0.02374676 0.03737075 0.0610272  0.02692176
 0.03247138 0.04676462 0.05594144 0.02457544 0.02554991 0.02380131
 0.06095403 0.0501865  0.0249817  0.02978583 0.03240775 0.02649291
 0.0630225  0.04923061]"
4,2020-09-18,"[0.0581422  0.03690527 0.04472541 0.04059261 0.02515231 0.03881859
 0.03207603 0.03397911 0.02371422 0.03978214 0.05752284 0.02787594
 0.0318393  0.04751238 0.05524266 0.02429367 0.02510571 0.02363826
 0.05932081 0.04879657 0.0240771  0.03074734 0.03241096 0.02713322
 0.0616717  0.04892365]"
5,2020-09-21,"[0.06089142 0.03697218 0.04621401 0.04111857 0.02571467 0.03747043
 0.03152086 0.03218574 0.02316241 0.03945975 0.06101702 0.02302739
 0.0299312  0.04802728 0.05591899 0.02475519 0.02589953 0.02430239
 0.06053206 0.04912108 0.02431448 0.03027398 0.03121851 0.02739849
 0.06089447 0.04865788]"
6,2020-09-22,"[0.05751101 0.038124   0.04513473 0.03892147 0.02539619 0.03837692
 0.0299347  0.03329052 0.02327206 0.03852255 0.0578545  0.02449396
 0.03692468 0.04646618 0.05354978 0.02454311 0.02533755 0.02525207
 0.06332062 0.05045189 0.02427407 0.03017676 0.03075212 0.027391
 0.06057343 0.05015413]"
7,2020-09-23,"[0.05921541 0.03754983 0.04474897 0.03920051 0.02625772 0.03638192
 0.03074445 0.0333771  0.02427905 0.03874115 0.06012591 0.02350394
 0.02995121 0.04711641 0.05663579 0.02475324 0.02492899 0.0249388
 0.06231217 0.05095781 0.02452938 0.03081231 0.03284159 0.02796553
 0.05916889 0.04896186]"
8,2020-09-24,"[0.05780104 0.03740414 0.04543991 0.0443562  0.02646436 0.0384931
 0.03192512 0.03302371 0.02414271 0.0408802  0.06273178 0.01737344
 0.02799356 0.0469317  0.05611465 0.02488778 0.02515241 0.02524803
 0.06066151 0.04870986 0.02438544 0.0303671  0.03269546 0.02693484
 0.05997701 0.04990495]"
9,2020-09-25,"[0.05695987 0.03901148 0.04534915 0.04005428 0.02520713 0.03626771
 0.02830341 0.03281316 0.02329505 0.03714398 0.05958623 0.02504832
 0.03322006 0.0470283  0.05734614 0.02447572 0.02510111 0.02408759
 0.06574745 0.05248582 0.02375019 0.03000638 0.03273109 0.02698195
 0.05819488 0.04980362]"
