,dates,weights
0,2020-09-14,"[0.00419811 0.006995   0.00430352 0.00441211 0.00409697 0.00400103
 0.00483279 0.00781874 0.00692902 0.00467607 0.00640995 0.00738928
 0.0059465  0.00386351 0.00436212 0.00595478 0.00496928 0.0044856
 0.0073001  0.00688709 0.00486597 0.00690134 0.00604255 0.00740688
 0.00539641 0.00668237 0.00542449 0.00450548 0.00611611 0.00685852
 0.00452028 0.00619844 0.00457763 0.00425446 0.00514014 0.00714317
 0.00499207 0.00631602 0.0053555  0.00772226 0.00663208 0.00501536
 0.00450726 0.00662639 0.007229   0.00635982 0.00768039 0.00409204
 0.00779744 0.00678114 0.00510788 0.00484021 0.00589738 0.00556539
 0.00575052 0.00442542 0.00457363 0.00451969 0.0043595  0.00585071
 0.00592358 0.00571942 0.00429927 0.00737936 0.00574788 0.00602065
 0.00525957 0.00533122 0.00606654 0.00644962 0.00624111 0.00654402
 0.0064822  0.0067654  0.00383957 0.0040245  0.00602165 0.00608209
 0.00555    0.00816591 0.00413426 0.00664452 0.00571567 0.00494201
 0.00589425 0.00558235 0.00505169 0.00559832 0.00666942 0.00641009
 0.00566042 0.00643198 0.00491727 0.00543874 0.00520527 0.00511767
 0.0061852  0.00657272 0.00609189 0.00640306 0.00757114 0.00696524
 0.00826389 0.00444747 0.00607684 0.00714456 0.00428357 0.00435114
 0.00551966 0.0046589  0.00556949 0.00459351 0.00647051 0.00619769
 0.00713897 0.00407523 0.00630048 0.00705411 0.00504833 0.00407449
 0.00564558 0.00517397 0.00674936 0.00409613 0.00492283 0.00820219
 0.00431602 0.00641263 0.00432102 0.00628786 0.00613079 0.00375471
 0.00459026 0.00461797 0.00581313 0.00480369 0.00542158 0.00541225
 0.00445595 0.00531283 0.0054377  0.00409959 0.00722264 0.00410451
 0.00384919 0.00472744 0.00592674 0.00669001 0.00595328 0.00646201
 0.00701846 0.00452443 0.00539896 0.00589443 0.00392627 0.00692876
 0.00583003 0.00489421 0.00701755 0.00563516 0.00517572 0.00459199
 0.00528356 0.00538723 0.00654757 0.00497006 0.00761749 0.00615929
 0.00522544 0.00468662 0.00437394 0.00694329 0.00405094 0.00525898
 0.00480735 0.00738531 0.00530465]"
1,2020-09-15,"[0.00425978 0.0068681  0.00424619 0.00444785 0.00417925 0.0039784
 0.00498107 0.00748465 0.00664847 0.00464802 0.0066193  0.00698064
 0.00595426 0.00389256 0.00439093 0.00617125 0.00495372 0.00458356
 0.0071102  0.00703969 0.00473119 0.00670857 0.00622369 0.00735891
 0.00553476 0.00657923 0.0055086  0.00438192 0.0059468  0.00688905
 0.00444918 0.00630382 0.00460678 0.00434696 0.00528151 0.00737168
 0.00491441 0.00635549 0.00514444 0.0072886  0.00676749 0.00492217
 0.00454366 0.0066794  0.00718849 0.00642601 0.00756607 0.00412288
 0.00764141 0.00690538 0.00523255 0.00462886 0.00607767 0.00569753
 0.00582829 0.00452767 0.00448958 0.00438056 0.0039498  0.00633915
 0.00602768 0.00580911 0.00429793 0.00755112 0.00571616 0.00599188
 0.0052775  0.00535685 0.0060644  0.00688982 0.00618152 0.00683613
 0.00594729 0.00701541 0.00382337 0.00417381 0.00612101 0.00605634
 0.00560819 0.00817697 0.00423849 0.00682624 0.00579546 0.00466802
 0.0059664  0.00590669 0.00516678 0.00559717 0.00673854 0.00603051
 0.00577682 0.00658605 0.00500201 0.00540609 0.00544467 0.00519144
 0.00599684 0.00636445 0.00605741 0.00653195 0.00739358 0.0070399
 0.0081629  0.00444629 0.00618961 0.00718011 0.00414941 0.00439961
 0.00559365 0.00469622 0.00559334 0.00454593 0.00646132 0.00622353
 0.00722203 0.00417472 0.00690772 0.00673025 0.00510774 0.00435781
 0.00522515 0.00519289 0.00665292 0.00419558 0.00501685 0.0079363
 0.00432889 0.00644921 0.00431592 0.00626584 0.00600096 0.0037568
 0.00464114 0.00461449 0.00574197 0.00500638 0.00513044 0.00544972
 0.00435718 0.00513743 0.00551715 0.00412982 0.00730251 0.00406953
 0.00360654 0.00476494 0.00601239 0.00638374 0.00591372 0.00662478
 0.00666583 0.00456562 0.00533569 0.00577269 0.00406931 0.00667056
 0.00594242 0.00509623 0.00682127 0.0050659  0.00509782 0.00469163
 0.00535769 0.0053751  0.00658232 0.00490563 0.00787188 0.00613024
 0.00560555 0.00471803 0.00435702 0.00701466 0.00408094 0.00496828
 0.00485722 0.00720833 0.00536265]"
2,2020-09-16,"[0.00426491 0.00728694 0.00411942 0.00415863 0.00411456 0.00399304
 0.00475399 0.00752397 0.00655859 0.00470011 0.00629121 0.0070559
 0.00580877 0.00373578 0.00435748 0.00592388 0.0048239  0.00489069
 0.00702469 0.00694501 0.00473175 0.00695728 0.00588637 0.00756574
 0.00549209 0.006534   0.0055681  0.00438487 0.006028   0.00713951
 0.0046794  0.00603328 0.0044732  0.00432164 0.00519104 0.00727697
 0.00498385 0.00634093 0.005258   0.00754995 0.00661076 0.00495238
 0.00450329 0.00650224 0.00714551 0.00640955 0.00771278 0.00429963
 0.00801537 0.00695822 0.00529075 0.00454605 0.0059085  0.00555095
 0.00573867 0.00448349 0.00464532 0.00429804 0.00412391 0.00577573
 0.00604226 0.00571589 0.00438075 0.00729136 0.005692   0.00602685
 0.00539126 0.00539629 0.005986   0.00631549 0.00614998 0.00670121
 0.0071042  0.00679924 0.00394525 0.00422563 0.00593877 0.00644192
 0.00524978 0.0082769  0.00426892 0.00692438 0.00579962 0.00473967
 0.00604262 0.00574951 0.00502586 0.00515199 0.00665558 0.00605061
 0.00567373 0.00656368 0.00480399 0.00523503 0.00535259 0.00516159
 0.00622262 0.00636452 0.00597597 0.00646246 0.00752918 0.00720868
 0.00801796 0.00429203 0.00605621 0.00711593 0.00421923 0.00441698
 0.00552117 0.00468563 0.00548888 0.00468421 0.00635048 0.00638937
 0.00734229 0.00403882 0.00711095 0.00689413 0.00510417 0.00408706
 0.00592435 0.00516971 0.00662063 0.00414351 0.00486352 0.00758349
 0.00452118 0.00636454 0.00435812 0.00623604 0.00609486 0.00377255
 0.0046155  0.00460491 0.00570493 0.00479363 0.00553565 0.00520996
 0.00445283 0.00507728 0.00552348 0.00409182 0.00727561 0.00403408
 0.00382787 0.00491768 0.00575115 0.00632491 0.00614811 0.00645907
 0.0070513  0.00459306 0.00539858 0.00592143 0.0041667  0.00672126
 0.00593468 0.0048486  0.00700778 0.00567135 0.00525624 0.0044767
 0.00524739 0.00559153 0.00657302 0.00492143 0.00803882 0.00611713
 0.00574624 0.00463913 0.00434011 0.0069633  0.00418379 0.00526251
 0.00482262 0.00711544 0.00534097]"
3,2020-09-17,"[0.00430836 0.00692518 0.00421944 0.00437663 0.00417197 0.00401664
 0.00482845 0.00749676 0.00665846 0.00444866 0.00642502 0.00707449
 0.00593158 0.00387999 0.00441819 0.00599945 0.00503904 0.00482254
 0.00685205 0.00699857 0.00475188 0.00686681 0.00611138 0.00740218
 0.00542197 0.00662742 0.00550465 0.00458088 0.00612288 0.00683624
 0.00473361 0.0061703  0.00455961 0.00452155 0.00506863 0.00699176
 0.00492069 0.00632032 0.00517331 0.00725669 0.0065467  0.00482891
 0.00456385 0.00665943 0.00723761 0.00636835 0.00773923 0.00423359
 0.00789184 0.00688755 0.00526601 0.00472429 0.00597439 0.00540113
 0.00574475 0.00462121 0.00461169 0.00445612 0.003977   0.00594567
 0.00586893 0.00583028 0.00434282 0.00765215 0.00574881 0.00599896
 0.0052193  0.00535785 0.00601685 0.0065987  0.00620825 0.00706743
 0.00621466 0.00686011 0.00381754 0.00431071 0.00604907 0.00605333
 0.00521395 0.00829731 0.00419856 0.00700112 0.0058377  0.00473215
 0.00605218 0.00577633 0.0050575  0.00525415 0.00679728 0.00624837
 0.00522075 0.00657764 0.00489601 0.00539103 0.00558863 0.00518871
 0.00618985 0.0064246  0.00602607 0.00653309 0.00735272 0.00693037
 0.00814553 0.00432446 0.0060902  0.00718453 0.00403885 0.00436982
 0.00557855 0.00468122 0.00556544 0.00472886 0.00642454 0.0066746
 0.00730797 0.00411079 0.00598592 0.00691034 0.00520353 0.00411266
 0.00505564 0.0051543  0.00644238 0.00412833 0.00490186 0.00792326
 0.00432908 0.00649865 0.00438731 0.0062168  0.0060727  0.00377857
 0.00468807 0.00463238 0.00584446 0.00494196 0.00537154 0.00532398
 0.0043018  0.005288   0.0055808  0.00421603 0.00716214 0.00419822
 0.00377423 0.0048177  0.00578268 0.00645472 0.00606428 0.00646088
 0.00686506 0.00459412 0.00537382 0.0059804  0.00412139 0.00687524
 0.00595566 0.00491087 0.00717324 0.00518389 0.00523615 0.00469383
 0.00536547 0.0054352  0.00642712 0.00495847 0.00790581 0.00619312
 0.0059322  0.00472926 0.00443676 0.00708955 0.0042141  0.00511288
 0.00492692 0.00739365 0.00516991]"
4,2020-09-18,"[0.00431691 0.006797   0.00416015 0.00433836 0.00416175 0.00393893
 0.00487873 0.00733009 0.00664667 0.00448755 0.00633303 0.00716798
 0.00593594 0.0038109  0.00441474 0.00603866 0.00498339 0.00478866
 0.00702569 0.00706277 0.00476496 0.00661359 0.00636163 0.00731
 0.00549094 0.00664206 0.00540359 0.00448837 0.00554882 0.0069477
 0.00461303 0.0061808  0.00452495 0.00443097 0.00517863 0.00706417
 0.00528523 0.00636681 0.00518267 0.00774935 0.00667277 0.00507184
 0.00451501 0.00668611 0.00712595 0.00631854 0.00776187 0.00419848
 0.00781904 0.00691303 0.00528763 0.00476406 0.00608692 0.00570526
 0.00596207 0.00461286 0.00431377 0.0044421  0.00391859 0.00576459
 0.00582984 0.00581185 0.00427533 0.00735242 0.00600437 0.00631543
 0.00554653 0.00562332 0.00595864 0.00699484 0.0062786  0.00726062
 0.00604641 0.00681876 0.00394061 0.004191   0.00599212 0.0059321
 0.0053014  0.00821509 0.00416555 0.00705714 0.0059418  0.0046275
 0.00592486 0.00580526 0.00519208 0.00564757 0.00669988 0.00597637
 0.00546969 0.00653922 0.00488807 0.00528068 0.00536294 0.00531357
 0.00625914 0.00686848 0.00599635 0.00656242 0.00720374 0.00697765
 0.00821362 0.00436039 0.0060675  0.00704642 0.00399552 0.00437643
 0.005477   0.00469533 0.00580991 0.00458268 0.00638913 0.00640783
 0.00732902 0.00411073 0.00625268 0.0067856  0.00507377 0.00423842
 0.00538108 0.00518608 0.0066531  0.00428201 0.0049145  0.0077938
 0.0042668  0.00649651 0.00433893 0.00617299 0.00600772 0.00378683
 0.00469826 0.00462506 0.00579488 0.00475764 0.00518732 0.00528046
 0.00433296 0.00510209 0.00559113 0.00417868 0.00715761 0.00401559
 0.0037372  0.00505009 0.00582116 0.00630561 0.0062115  0.00645344
 0.00693999 0.00460773 0.00533308 0.00587675 0.00417637 0.00652883
 0.00593348 0.00494833 0.00714968 0.0052683  0.00522623 0.00460498
 0.00528179 0.0052426  0.00649735 0.00504287 0.00788974 0.00611969
 0.00576011 0.00475442 0.00428357 0.00704782 0.00408594 0.00504445
 0.00487053 0.00728979 0.00524664]"
5,2020-09-21,"[0.00437696 0.00659444 0.00448825 0.00453948 0.00420481 0.00395335
 0.00504292 0.00753683 0.00670134 0.00442262 0.00659136 0.007129
 0.00616611 0.004106   0.0044008  0.00624765 0.0050071  0.0047908
 0.00705832 0.00724271 0.00463944 0.00676647 0.00624031 0.00723805
 0.00556367 0.0066062  0.00539264 0.00437342 0.00566428 0.00694249
 0.00450396 0.00650476 0.0046208  0.00414087 0.00522068 0.00712491
 0.00512976 0.00658325 0.00506564 0.00737512 0.00688028 0.00465143
 0.00455248 0.00656286 0.00734163 0.00638625 0.00782464 0.00418371
 0.00739643 0.00692057 0.0052679  0.00472969 0.00625812 0.00547964
 0.00624055 0.00446071 0.00443015 0.00443288 0.00384629 0.00576356
 0.00593742 0.00588037 0.0043093  0.00734295 0.00587136 0.00612548
 0.00573744 0.00580252 0.00587224 0.00687742 0.00628444 0.00580847
 0.00550416 0.00698498 0.00397713 0.00407039 0.00611862 0.00554776
 0.00536585 0.00804774 0.00427007 0.00690879 0.00559955 0.00467471
 0.00598942 0.00574116 0.0054038  0.00528008 0.00662571 0.00621267
 0.00539443 0.00666674 0.00520158 0.00544617 0.00553805 0.00517016
 0.00616493 0.00601188 0.00620656 0.00648936 0.00706217 0.00707765
 0.0085044  0.00472331 0.00634522 0.00695384 0.00394394 0.00440531
 0.00550818 0.00476186 0.00586688 0.00449603 0.00656999 0.0064601
 0.00718717 0.00426556 0.00619865 0.00669819 0.00506805 0.0044586
 0.0051921  0.00527684 0.0066422  0.00420691 0.00517436 0.00830059
 0.00424689 0.00649605 0.00431975 0.00618609 0.00603454 0.00388323
 0.00474608 0.00475782 0.00573594 0.00506237 0.00512536 0.00545314
 0.0043803  0.00497291 0.00566989 0.00413101 0.00732098 0.00392584
 0.00386152 0.00470274 0.00614375 0.00593409 0.00592227 0.00657195
 0.00674552 0.00464592 0.00497377 0.00576535 0.00406865 0.00662583
 0.00598123 0.0050648  0.00729937 0.00515104 0.00524314 0.0048708
 0.00535739 0.00504038 0.0065061  0.00491781 0.00789921 0.00612766
 0.00550739 0.00475091 0.00441921 0.00708888 0.00404535 0.00510388
 0.00505535 0.00702166 0.00542154]"
6,2020-09-22,"[0.00423968 0.0069715  0.00428588 0.00442348 0.00413569 0.00400471
 0.00487135 0.00754414 0.00676018 0.00452326 0.00636184 0.0071186
 0.00590762 0.00381187 0.00441901 0.00638236 0.00492687 0.00479811
 0.00713348 0.0072695  0.00474985 0.00677225 0.00605633 0.00732836
 0.00537061 0.00665315 0.00554679 0.00446854 0.00579032 0.00697491
 0.00463178 0.00619879 0.00464111 0.0043494  0.00529503 0.00717744
 0.00492155 0.00639788 0.00523138 0.00718056 0.00667414 0.00493371
 0.00452885 0.00656883 0.00731414 0.00639966 0.00766798 0.00411203
 0.00761865 0.0069719  0.00527413 0.00470193 0.00607418 0.00548532
 0.00595015 0.0045316  0.00430779 0.00440696 0.00383861 0.0059221
 0.00608018 0.00587676 0.00437676 0.00739474 0.00580559 0.00614116
 0.00553214 0.00557037 0.0060456  0.00656998 0.00608754 0.00633435
 0.00696225 0.00700508 0.00382204 0.00410801 0.00600801 0.00607326
 0.00542224 0.00821265 0.00416287 0.00685264 0.0056276  0.004593
 0.00593403 0.00576068 0.00514167 0.00556027 0.00681605 0.0062252
 0.00543288 0.00650753 0.00506717 0.0055883  0.00528759 0.00511661
 0.00609305 0.00629345 0.00601155 0.00653275 0.0069333  0.00710598
 0.0081271  0.00434397 0.00650175 0.00706812 0.00421137 0.0043432
 0.00553049 0.00466427 0.00587477 0.0046036  0.00648097 0.00622731
 0.00716719 0.00418645 0.00638195 0.00677062 0.0050842  0.00419736
 0.00552207 0.00532837 0.00669985 0.00412418 0.0049119  0.0079019
 0.00452569 0.00644866 0.00428524 0.00620222 0.00604895 0.00379414
 0.00466148 0.00457447 0.00574311 0.00493172 0.00549769 0.00542728
 0.00433927 0.00523764 0.00549109 0.0041467  0.00718361 0.00401964
 0.00379182 0.00482457 0.00591192 0.00640904 0.00605287 0.00670633
 0.00697699 0.00452814 0.00502413 0.00576495 0.00409705 0.00669815
 0.0058875  0.00499288 0.00706574 0.00528052 0.00516879 0.00460203
 0.00531642 0.00538525 0.00640848 0.00482296 0.0078847  0.006185
 0.00561729 0.00469712 0.0043615  0.00697371 0.00403535 0.00515032
 0.00487661 0.00741996 0.00528957]"
7,2020-09-23,"[0.00437769 0.00688744 0.00417414 0.00431272 0.00416031 0.00394803
 0.00482095 0.00733403 0.00637286 0.00461088 0.00627464 0.0072487
 0.00597401 0.00379718 0.00439454 0.005979   0.004961   0.00477087
 0.00690495 0.00717413 0.00474425 0.0067242  0.00611809 0.00760038
 0.00551939 0.00674492 0.00553401 0.00444038 0.00592737 0.00710303
 0.00463458 0.00616397 0.00460749 0.00413503 0.00519407 0.00696195
 0.00491168 0.00651716 0.00504353 0.00739743 0.00649258 0.00496082
 0.00452022 0.00662968 0.00721468 0.00641509 0.00766149 0.00408586
 0.00797279 0.00687932 0.00538922 0.00467422 0.00602023 0.00553272
 0.00602215 0.004504   0.0044897  0.00435555 0.00369971 0.00583354
 0.00596941 0.00584461 0.00436798 0.00737167 0.00593311 0.00618691
 0.00545426 0.00561609 0.00597796 0.00673041 0.00633601 0.00609685
 0.00566424 0.00684283 0.00388076 0.00435763 0.00602998 0.00607489
 0.00530181 0.00821251 0.00421791 0.00696991 0.00574075 0.00456313
 0.00602972 0.00567186 0.0051937  0.00587319 0.00683725 0.00624531
 0.00543928 0.00653856 0.00487683 0.00549042 0.00558399 0.00532469
 0.00625876 0.00581363 0.00604975 0.00647476 0.00735546 0.00695959
 0.00825203 0.00457031 0.00639244 0.00715047 0.00412198 0.00445477
 0.00558233 0.00473421 0.0055685  0.00464257 0.00650119 0.00639838
 0.00739149 0.00408201 0.00625011 0.00693611 0.00501682 0.00412024
 0.00488251 0.00580521 0.00672575 0.00421858 0.00488803 0.00775463
 0.0044822  0.00653993 0.00430843 0.00621005 0.00615544 0.00385683
 0.00471268 0.0047543  0.00568934 0.00486448 0.00542604 0.00538907
 0.00432857 0.00530555 0.0056705  0.00410666 0.00732908 0.00407335
 0.00381634 0.0048406  0.00581711 0.00588144 0.00619876 0.00638584
 0.00685052 0.00458993 0.00538113 0.00594649 0.00409864 0.00679548
 0.00596948 0.00491932 0.00697019 0.00540709 0.00526113 0.00458765
 0.00528727 0.00535512 0.00646902 0.00502718 0.00786234 0.0061256
 0.00550333 0.00467327 0.00438079 0.00706802 0.00409776 0.00561651
 0.00490672 0.00726584 0.00538804]"
8,2020-09-24,"[0.00425959 0.00683392 0.004283   0.00431733 0.00413376 0.00403079
 0.00483292 0.00789357 0.00688797 0.00445814 0.00645723 0.00694225
 0.00593016 0.00389766 0.00432142 0.00610451 0.00495798 0.00482815
 0.00747516 0.00688218 0.00475122 0.00655084 0.00689672 0.0076292
 0.00545418 0.00651967 0.0055401  0.00426881 0.00625596 0.00694358
 0.00461993 0.00632994 0.00452528 0.00436089 0.00518351 0.00681656
 0.00490637 0.0063776  0.00510868 0.00765103 0.00667197 0.00489183
 0.00446686 0.00657359 0.00721997 0.00632772 0.00765233 0.00416477
 0.00789625 0.00685746 0.00535064 0.00456675 0.0060153  0.00581736
 0.00601202 0.0044643  0.00466906 0.00437392 0.00380815 0.0058469
 0.00594208 0.00577301 0.00430444 0.00722357 0.00583091 0.00616691
 0.00547624 0.0054621  0.00598857 0.00769174 0.00610914 0.00448904
 0.0052745  0.00695693 0.00407555 0.00412228 0.00599326 0.00616664
 0.00562066 0.00817854 0.00431866 0.00691484 0.00587728 0.00502315
 0.00590968 0.00584183 0.00513669 0.00589241 0.00659195 0.00607683
 0.00548291 0.0065498  0.00499601 0.00541109 0.00545496 0.00517957
 0.00618101 0.0068112  0.00608866 0.00655044 0.00725852 0.00705031
 0.00832309 0.00435242 0.00613044 0.00716094 0.00405082 0.00438686
 0.00552122 0.00475674 0.00570347 0.00462312 0.00645567 0.00612601
 0.00725859 0.00416044 0.00622726 0.00667216 0.00504425 0.00420632
 0.00556353 0.00509554 0.00669767 0.00408944 0.00488165 0.00800381
 0.00452338 0.0063886  0.00435556 0.0061478  0.00608015 0.00380245
 0.00466141 0.0046968  0.00562957 0.00494303 0.00526365 0.00522846
 0.00429741 0.0050541  0.00551531 0.00416387 0.00721251 0.00403686
 0.00385528 0.00489612 0.00596397 0.00643541 0.00608678 0.00653671
 0.00700414 0.00459613 0.00533873 0.00586489 0.00408485 0.00671172
 0.00600831 0.00500433 0.00731783 0.00518952 0.00521744 0.00459877
 0.00533577 0.00530967 0.00644699 0.00493493 0.00793446 0.00611998
 0.00555822 0.00470711 0.00431205 0.0070109  0.00405873 0.00493681
 0.00488041 0.00737625 0.00536553]"
9,2020-09-25,"[0.00422171 0.00716449 0.00435948 0.00441516 0.00411943 0.00404393
 0.00495804 0.00744822 0.00658527 0.00446008 0.00644639 0.00719484
 0.0058645  0.00391999 0.0043862  0.00615723 0.00488233 0.00484539
 0.00695348 0.00706884 0.00475392 0.00717578 0.00626078 0.0073036
 0.00536891 0.00658798 0.00547285 0.00437898 0.00686173 0.00685646
 0.0045788  0.00621947 0.00457524 0.00413221 0.00514828 0.00748378
 0.00504056 0.00619478 0.00524419 0.00681785 0.00670897 0.00488787
 0.00454829 0.00663219 0.00729847 0.00639693 0.00762119 0.0041381
 0.00765786 0.00692049 0.00525759 0.00494008 0.00600366 0.00531441
 0.00590842 0.00445829 0.00446013 0.00437813 0.00395175 0.00590269
 0.00597576 0.00578522 0.00430341 0.00746561 0.00577683 0.0060194
 0.0055828  0.00576486 0.00606532 0.00664327 0.00613366 0.00650566
 0.00629273 0.00690343 0.00385011 0.00416814 0.00602008 0.00609106
 0.00538559 0.00824166 0.0042364  0.00696446 0.00568126 0.00463107
 0.00593426 0.00570423 0.00523922 0.00583084 0.0066761  0.00618966
 0.00533956 0.00654517 0.00504944 0.00549244 0.00529154 0.00515931
 0.00618185 0.00620983 0.00601729 0.00642571 0.00745559 0.00706597
 0.00806369 0.00446159 0.00609123 0.00707859 0.00415807 0.00436585
 0.0055374  0.00469304 0.00572369 0.00455133 0.00644215 0.00629823
 0.00712571 0.0041635  0.00626534 0.00661522 0.00506173 0.00423315
 0.00525248 0.00512312 0.00666118 0.00410632 0.00486542 0.00811478
 0.00434025 0.00640519 0.00425431 0.00624742 0.00608286 0.00380818
 0.00462257 0.00454554 0.00571642 0.00492719 0.00573614 0.00540922
 0.00437339 0.00547607 0.0054646  0.00405963 0.00724811 0.00395447
 0.00377586 0.00478152 0.00600303 0.00609743 0.00604672 0.00654696
 0.00695976 0.00452735 0.00537411 0.00629256 0.00412342 0.00670822
 0.00593041 0.0049543  0.00691287 0.00522709 0.00516792 0.00459942
 0.0052904  0.00555281 0.00646596 0.00504582 0.00785887 0.00611194
 0.00542212 0.00470324 0.00436715 0.00693463 0.00407201 0.00520019
 0.00483139 0.00739889 0.00535886]"
