,dates,weights
26,2020-10-20,"[0.0373898  0.03913326 0.01543492 0.03925737 0.03817457 0.01572506
 0.0156227  0.01646792 0.0405684  0.02241773 0.04072952 0.01523188
 0.0396189  0.03595659 0.02625481 0.02009854 0.01905416 0.03953025
 0.03418903 0.01526598 0.03797696 0.01532825 0.01734881 0.03985057
 0.03979748 0.03793853 0.01567039 0.01534106 0.01931357 0.01781855
 0.03970536 0.0149499  0.03927239 0.0394906  0.02797999 0.01609622]"
27,2020-10-21,"[0.03749622 0.03928296 0.01533714 0.03963501 0.03935537 0.01588037
 0.01518403 0.01616512 0.04099329 0.02225119 0.03989358 0.01470035
 0.03923792 0.03563099 0.02693147 0.02011671 0.01957344 0.03996515
 0.0336813  0.01543786 0.03796538 0.01537983 0.0163173  0.03981463
 0.04001222 0.03800867 0.01551074 0.01540598 0.01944352 0.01763085
 0.03969465 0.01503717 0.03897019 0.03989217 0.02807598 0.01609118]"
28,2020-10-22,"[0.03721454 0.0386285  0.01540507 0.04067931 0.03775724 0.01588027
 0.01592644 0.01626999 0.04044041 0.02198251 0.04022069 0.01500622
 0.03933452 0.03625913 0.02689379 0.02021247 0.01945299 0.03898015
 0.03406595 0.01483758 0.03771599 0.01530728 0.01656362 0.03980202
 0.04039475 0.0376199  0.01529985 0.01510035 0.01955315 0.01768829
 0.0398077  0.01581917 0.04062292 0.03926307 0.02817288 0.01582133]"
29,2020-10-23,"[0.03739163 0.03864431 0.0153063  0.03950341 0.0388508  0.0157297
 0.01532992 0.01633581 0.04058643 0.02271023 0.0419927  0.01533647
 0.03963509 0.03534798 0.02398484 0.02025503 0.01941719 0.03971428
 0.03365546 0.01509232 0.03766425 0.01532327 0.01693453 0.03967421
 0.04031595 0.03761871 0.01518955 0.01538091 0.01967099 0.01801204
 0.04075028 0.0147734  0.03934516 0.04003187 0.02847084 0.01602416]"
30,2020-10-26,"[0.03849166 0.03896968 0.01535826 0.03833505 0.04001299 0.01574633
 0.01539399 0.01638256 0.0401354  0.02227155 0.04167107 0.01531284
 0.03869987 0.03553797 0.0267625  0.02010904 0.01949554 0.04005905
 0.03425996 0.01543655 0.03809276 0.01544663 0.01679313 0.04014372
 0.04066902 0.03825163 0.01610196 0.01561066 0.02031285 0.017382
 0.03179601 0.01521497 0.04017875 0.04107817 0.02821811 0.01626779]"
31,2020-10-27,"[0.03763108 0.0387931  0.0153956  0.03791697 0.03909488 0.0157285
 0.01535819 0.01621511 0.0403495  0.02253585 0.04124484 0.01487677
 0.03872595 0.03511953 0.02636899 0.02057491 0.0191716  0.03992577
 0.03404649 0.01519654 0.03775821 0.01541695 0.01682477 0.04079419
 0.03982495 0.03775625 0.01589691 0.01549365 0.01954959 0.0176595
 0.0402694  0.01485992 0.03887488 0.04056885 0.02800825 0.01617352]"
32,2020-10-28,"[0.03860129 0.03879863 0.01674139 0.03788892 0.03895884 0.0157102
 0.01547139 0.01644433 0.04000708 0.02248851 0.04190621 0.01528463
 0.03910606 0.0355314  0.02684563 0.01988131 0.01938093 0.0393663
 0.03349922 0.01553463 0.03751084 0.01534082 0.01712528 0.03950242
 0.04033855 0.037051   0.01559713 0.01525397 0.01962861 0.01692772
 0.03917947 0.01526163 0.03951391 0.0403121  0.02782863 0.01618106]"
33,2020-10-29,"[0.03718346 0.03926547 0.01548991 0.03921059 0.03891195 0.01606234
 0.01572272 0.01649131 0.0411515  0.02252415 0.03756795 0.01500531
 0.03951402 0.03616943 0.02658751 0.02002834 0.01889301 0.04188475
 0.03361607 0.01582502 0.03757206 0.015306   0.01696853 0.03962363
 0.03962869 0.03765697 0.0157559  0.01518543 0.01903846 0.01783631
 0.04016337 0.01508058 0.04054381 0.03914341 0.027504   0.01588809]"
34,2020-10-30,"[0.03793268 0.0393937  0.01546884 0.03919464 0.03880386 0.01567079
 0.01584669 0.01631474 0.04082264 0.02225373 0.0400258  0.01528264
 0.03977297 0.03620386 0.02731419 0.01990427 0.01937357 0.03936443
 0.03427911 0.01499748 0.03793546 0.01558213 0.01581368 0.03982884
 0.04021804 0.03730813 0.01546144 0.01544858 0.01937917 0.01746481
 0.04010083 0.015383   0.03879005 0.03838456 0.02859416 0.01608648]"
35,2020-11-02,"[0.03704355 0.03843788 0.01546345 0.03802356 0.03932229 0.01529032
 0.01581489 0.01650414 0.03959199 0.02231057 0.04064545 0.01533067
 0.03897733 0.03713251 0.02667956 0.02026397 0.01912046 0.04038004
 0.03383749 0.01551678 0.03730818 0.01558689 0.01657346 0.04008245
 0.04042085 0.03799422 0.01491109 0.01529278 0.01952945 0.01811939
 0.03944796 0.01505407 0.04037987 0.03915799 0.02842419 0.01603027]"
36,2020-11-03,"[0.03653286 0.03833047 0.01538355 0.03947631 0.03904638 0.01583887
 0.01551199 0.01646229 0.04068637 0.02241537 0.04075897 0.01524182
 0.0396672  0.03591619 0.02643509 0.01989712 0.01971392 0.04048972
 0.0334819  0.01574829 0.03760546 0.015049   0.01656373 0.03964262
 0.03919108 0.03742404 0.01541806 0.01522269 0.01938349 0.01777122
 0.04071153 0.01473716 0.0400731  0.04006429 0.02821947 0.01588832]"
37,2020-11-04,"[0.03660676 0.03996496 0.01477925 0.03900119 0.03855785 0.01580726
 0.01519866 0.0163699  0.03982425 0.02222729 0.03906617 0.01483186
 0.04230705 0.03480589 0.02675588 0.02056255 0.01838274 0.04068787
 0.0329328  0.01534198 0.0366157  0.01520115 0.01743668 0.0404899
 0.04104697 0.03765065 0.01653671 0.01489825 0.02015044 0.01731969
 0.04033396 0.01447757 0.03785882 0.04010547 0.03030077 0.01556517]"
38,2020-11-05,"[0.03673634 0.0394857  0.01483231 0.03936417 0.03892545 0.01570129
 0.01553549 0.01632071 0.04022858 0.02189674 0.0414398  0.01468062
 0.038972   0.03584227 0.02653123 0.02035195 0.01889853 0.04038544
 0.0333525  0.01576305 0.03732383 0.01530311 0.01793471 0.03951466
 0.03922378 0.03765309 0.01487764 0.01519838 0.01924484 0.01778882
 0.04062478 0.01501094 0.04139134 0.04024089 0.0275474  0.01587761]"
39,2020-11-06,"[0.03728445 0.0396243  0.01555603 0.03904708 0.0389195  0.01576574
 0.01521861 0.01639917 0.04037939 0.02235915 0.04175916 0.0151902
 0.03922475 0.03570149 0.02657455 0.02028171 0.01892213 0.04024967
 0.03367207 0.01559277 0.03767203 0.01539116 0.01721316 0.03944517
 0.03983859 0.03728811 0.01552345 0.01532759 0.01912    0.01723032
 0.03988565 0.01493653 0.03861225 0.04117024 0.02742331 0.01620052]"
40,2020-11-09,"[0.03674098 0.03880282 0.01533505 0.04529781 0.03779251 0.01639394
 0.01549967 0.01713406 0.04433951 0.02201212 0.03823595 0.01445372
 0.03755375 0.03740757 0.02647644 0.02090354 0.01882107 0.03915797
 0.03526767 0.01525242 0.03650818 0.01513414 0.01469985 0.03817008
 0.03937522 0.03698698 0.01452616 0.01446524 0.01884471 0.01996648
 0.03952976 0.01521883 0.04478547 0.03567337 0.02776481 0.01547212]"
41,2020-11-10,"[0.03765957 0.03879422 0.01548664 0.03705339 0.03833459 0.01605832
 0.01608654 0.01625714 0.04048889 0.02227138 0.03959965 0.01538739
 0.03990666 0.0367755  0.02691863 0.0197002  0.02000991 0.03854644
 0.034916   0.01506548 0.03802494 0.01581443 0.01550041 0.04015621
 0.04059477 0.03753259 0.01554976 0.0156431  0.0193838  0.01797239
 0.04103102 0.01541923 0.03841578 0.03876285 0.02855032 0.01633197]"
42,2020-11-11,"[0.03702311 0.03917427 0.0151906  0.03829569 0.03910775 0.01555931
 0.01503391 0.01625679 0.03873339 0.02195121 0.04143549 0.01503096
 0.04252071 0.03479119 0.02708872 0.01966748 0.01889442 0.04107007
 0.03318158 0.01571406 0.03818801 0.01540192 0.01759811 0.0407753
 0.03958416 0.03724196 0.01569498 0.01532508 0.01963437 0.01657653
 0.04072912 0.01480781 0.03794669 0.04106011 0.0276187  0.01609637]"
43,2020-11-12,"[0.03787636 0.03877484 0.01524876 0.03859418 0.03894137 0.01605501
 0.01555894 0.01609141 0.04017764 0.02234097 0.04038018 0.01492792
 0.03906367 0.03586974 0.02634829 0.02053601 0.01929278 0.04021374
 0.03383588 0.01526258 0.03735802 0.01550665 0.01681071 0.03953954
 0.03992156 0.03781063 0.01529701 0.01548724 0.01940417 0.01788505
 0.04000732 0.01505881 0.03973035 0.0399332  0.02863405 0.01622541]"
44,2020-11-13,"[0.03679538 0.03841921 0.01522202 0.03995189 0.03919884 0.01582547
 0.01531417 0.01638714 0.04052522 0.02238139 0.04196413 0.01516971
 0.03974393 0.03580788 0.02669299 0.02020133 0.01920655 0.03973738
 0.03349945 0.01530511 0.03717155 0.01529024 0.01650971 0.03962402
 0.03997124 0.03750689 0.01540557 0.01526209 0.01955424 0.01788543
 0.04052401 0.01502242 0.03972667 0.03951349 0.02770227 0.01598098]"
45,2020-11-16,"[0.03698703 0.03888569 0.01558218 0.03946168 0.03880115 0.01574842
 0.01564998 0.01675498 0.04171982 0.02223443 0.04028043 0.01520148
 0.0389776  0.03645868 0.02695704 0.02009414 0.01948934 0.04025735
 0.03364665 0.01556134 0.03793219 0.01537616 0.01632868 0.03912195
 0.03912592 0.03775122 0.01511956 0.01492129 0.01907767 0.01782924
 0.0393105  0.01488601 0.04115499 0.03946023 0.02783763 0.01601735]"
46,2020-11-17,"[0.03755817 0.03838375 0.01526044 0.03846908 0.03914623 0.01589391
 0.0153983  0.01610634 0.04046866 0.02200213 0.0408177  0.01479828
 0.03997841 0.03521134 0.02655574 0.02003324 0.01934225 0.03992855
 0.03380536 0.0150778  0.03777886 0.01541176 0.01696782 0.04087169
 0.04084251 0.03840499 0.0155146  0.01528922 0.01887799 0.01760135
 0.03970865 0.0151158  0.03995214 0.03988466 0.02780366 0.01573849]"
47,2020-11-18,"[0.03777846 0.038455   0.01516649 0.03853128 0.03887939 0.01570551
 0.01537537 0.01648373 0.04058468 0.02251255 0.04141466 0.01516585
 0.03950013 0.0352407  0.02681896 0.01996459 0.01926893 0.03990372
 0.03343138 0.01536753 0.03804063 0.01533217 0.01710129 0.03954954
 0.03979679 0.03784989 0.01540725 0.01520131 0.01903385 0.01790059
 0.04093701 0.01495874 0.03947844 0.0400071  0.0277307  0.01612588]"
48,2020-11-19,"[0.03721758 0.0394873  0.01524057 0.03800411 0.03939876 0.01578229
 0.01540329 0.01661465 0.03954062 0.0224321  0.04167822 0.01507261
 0.03963568 0.03572977 0.02702814 0.02010673 0.01932885 0.04011788
 0.03393703 0.0154552  0.03748958 0.01526612 0.01728511 0.0393428
 0.03988609 0.0375319  0.01608899 0.0151908  0.01927946 0.01732876
 0.04026222 0.01477019 0.03896068 0.04055384 0.02731222 0.01623978]"
49,2020-11-20,"[0.03749221 0.03855114 0.01510336 0.0385725  0.03903475 0.01569058
 0.01542738 0.01613132 0.0402596  0.02248195 0.04028192 0.01485321
 0.03979765 0.03558074 0.02675778 0.02015085 0.0192516  0.03965563
 0.03355976 0.01516649 0.03765879 0.01529833 0.01731991 0.03976506
 0.04014038 0.03803463 0.01627876 0.01529628 0.01973845 0.01743729
 0.03973927 0.01507937 0.03970534 0.04093734 0.02793493 0.0158356 ]"
50,2020-11-23,"[0.03701042 0.03904352 0.01518443 0.03894656 0.03893574 0.01578948
 0.01534242 0.01602965 0.041315   0.02270911 0.04115605 0.01506495
 0.0392753  0.03569892 0.02693965 0.01965967 0.01899428 0.04058028
 0.03342418 0.01563727 0.03785969 0.01527927 0.01693981 0.03961192
 0.03951135 0.03756587 0.01554222 0.01506602 0.01951494 0.01727498
 0.0399109  0.01502203 0.04085555 0.03961281 0.02779533 0.01590041]"
51,2020-11-24,"[0.03697117 0.03832856 0.01538037 0.03997272 0.03825781 0.01636092
 0.01538194 0.01633923 0.04138841 0.02517835 0.04087223 0.01517677
 0.03846803 0.03578101 0.0270666  0.0201188  0.01937964 0.03928375
 0.03372458 0.01501768 0.03777834 0.0153318  0.01637435 0.03936715
 0.03948402 0.03736236 0.01575719 0.01505961 0.01866709 0.01822639
 0.03954316 0.01516529 0.04076913 0.03899501 0.02781465 0.01585597]"
52,2020-11-25,"[0.03755076 0.03871296 0.01523127 0.03825071 0.03937902 0.01565101
 0.01536521 0.01635948 0.03986651 0.02249399 0.04093052 0.01485902
 0.03920482 0.0357272  0.02695829 0.02031377 0.01915599 0.03971613
 0.03372097 0.01534337 0.03783349 0.01535742 0.01725418 0.03987514
 0.04013298 0.03802318 0.01496279 0.01538652 0.01970135 0.01727071
 0.04081177 0.01495775 0.03869959 0.04089908 0.02793439 0.01610866]"
53,2020-11-27,"[0.03739731 0.03933533 0.01537537 0.03861688 0.03912242 0.01573434
 0.01529959 0.0163863  0.03981239 0.02196021 0.04154815 0.01515024
 0.03924008 0.03591388 0.02705335 0.02028403 0.01911514 0.04057473
 0.03362044 0.0156026  0.03756865 0.01537443 0.01708004 0.03979725
 0.03990896 0.03727494 0.01541664 0.01527505 0.01975614 0.01736747
 0.04059589 0.01504068 0.03766069 0.0403157  0.02845567 0.01596894]"
54,2020-11-30,"[0.0374422  0.03924322 0.01517151 0.0384142  0.03840867 0.01530834
 0.0152241  0.01611608 0.04063273 0.02221844 0.04027787 0.01531611
 0.0393956  0.03472505 0.02736692 0.02010796 0.01921589 0.03945713
 0.03336159 0.01515745 0.03785738 0.01539823 0.01716786 0.04010992
 0.04032277 0.03780456 0.01501766 0.0153298  0.01963432 0.01728267
 0.0408939  0.01489294 0.04089927 0.04073327 0.02795639 0.01613805]"
