train/ent_coef_loss,train/actor_loss,time/total_timesteps,time/fps,time/time_elapsed,train/ent_coef,train/n_updates,train/learning_rate,train/critic_loss,time/episodes
-820.2967529296875,-646.6864013671875,11376,5,2042,0.0032823760993778706,58373,0.0001,20.33466339111328,4
-356.43817138671875,-414.331298828125,22752,5,4084,0.0013745215255767107,69749,0.0001,12.275999069213867,8
