,dates,weights
0,2020-09-14,"[0.03855242 0.01852241 0.01614462 0.04215272 0.01627654 0.03781418
 0.041573   0.03942638 0.01728023 0.03978544 0.03962582 0.04113187
 0.0397602  0.01614054 0.03904191 0.04055351 0.03371901 0.0159788
 0.03064028 0.04281652 0.04125225 0.01868626 0.04118015 0.01599875
 0.01656606 0.03498029 0.03717    0.03957999 0.04055252 0.01520792
 0.03543413 0.01645529]"
1,2020-09-15,"[0.03894176 0.01739003 0.01617122 0.04077613 0.0165964  0.03705211
 0.04075553 0.03953249 0.01756916 0.04030003 0.03943619 0.04075074
 0.04103186 0.01598062 0.03934338 0.04269578 0.03392225 0.01540508
 0.03083606 0.04127011 0.04122273 0.02035974 0.03911374 0.01568428
 0.01612847 0.03609115 0.03772309 0.04102197 0.04027077 0.01562937
 0.03554105 0.01545678]"
2,2020-09-16,"[0.0384461  0.01732806 0.01529957 0.04169945 0.01623523 0.03842764
 0.0409683  0.04065096 0.01714922 0.03983711 0.03838754 0.0414596
 0.04095958 0.01675817 0.03929425 0.04097938 0.0330423  0.01575992
 0.03114018 0.04137659 0.04173181 0.02066095 0.03951213 0.015389
 0.01630985 0.0364407  0.03715336 0.03848558 0.04130912 0.01573672
 0.03593105 0.01614056]"
3,2020-09-17,"[0.03910091 0.01750063 0.01600816 0.04143139 0.01614491 0.03913458
 0.04138077 0.04030356 0.01781079 0.03894988 0.03883715 0.04040061
 0.04207596 0.01585988 0.03961371 0.04145065 0.03396202 0.01578782
 0.03012803 0.03988475 0.04388748 0.01752005 0.03986074 0.01507898
 0.01659183 0.03628857 0.03752604 0.03924248 0.04042487 0.01558382
 0.03643339 0.01579564]"
4,2020-09-18,"[0.03949793 0.0178757  0.0158478  0.04023569 0.01648166 0.03844955
 0.04184869 0.04029321 0.01791842 0.03901152 0.03878196 0.04203893
 0.04123805 0.01566849 0.03910338 0.04200135 0.03375636 0.01609494
 0.03058953 0.03977548 0.04248226 0.01844872 0.03946993 0.0157001
 0.01643597 0.03707233 0.03769844 0.03986656 0.03931297 0.01568032
 0.03561445 0.01570936]"
5,2020-09-21,"[0.04016552 0.01783446 0.01713205 0.04127967 0.0167536  0.03764993
 0.04230203 0.04027344 0.01738738 0.03984158 0.03832345 0.04256101
 0.04017452 0.01469864 0.03963714 0.04165751 0.03347046 0.0159007
 0.03110778 0.03938316 0.04294967 0.01834764 0.03906437 0.0157207
 0.01617542 0.03622276 0.03810399 0.04092274 0.03790541 0.01574503
 0.03536281 0.01594546]"
6,2020-09-22,"[0.03876007 0.01775159 0.01584761 0.04117617 0.01611674 0.03857454
 0.04131778 0.03943638 0.01760118 0.04065629 0.03931667 0.04075032
 0.04039583 0.01603699 0.03913323 0.0416552  0.03431267 0.01566324
 0.03112604 0.04189796 0.0412602  0.01882939 0.03935294 0.01580466
 0.01612011 0.03633872 0.03737459 0.04019614 0.04035434 0.01566515
 0.03514284 0.01603445]"
7,2020-09-23,"[0.03978058 0.01796533 0.01569294 0.04063006 0.0164634  0.03836443
 0.04102521 0.03895013 0.01739069 0.03966962 0.03863625 0.04112895
 0.04259356 0.01594352 0.03951834 0.04076098 0.03420502 0.0159906
 0.03029374 0.04076291 0.04213199 0.01832789 0.04006293 0.01576806
 0.0165268  0.03613382 0.03766052 0.0393627  0.03988357 0.01552404
 0.03547065 0.01738072]"
8,2020-09-24,"[0.03904999 0.01737112 0.01625033 0.03996261 0.01641814 0.03858438
 0.04137387 0.04005342 0.01738967 0.03985729 0.03906891 0.04357416
 0.04064913 0.01633626 0.039096   0.04237641 0.03329191 0.0159419
 0.03098527 0.04041282 0.04072013 0.01843504 0.0389099  0.01585218
 0.0164523  0.03633071 0.03826118 0.04040799 0.03990821 0.01581808
 0.03544438 0.01541628]"
9,2020-09-25,"[0.03842593 0.01791288 0.01624477 0.04350486 0.01606923 0.0379688
 0.04095488 0.03952195 0.01726788 0.03981614 0.03930365 0.04088766
 0.04082148 0.01604516 0.03899574 0.04111917 0.03348981 0.01585482
 0.03084878 0.04120073 0.04160124 0.01845434 0.0383282  0.01567589
 0.01755471 0.0364107  0.03750657 0.03973219 0.04145648 0.01558064
 0.03530149 0.01614327]"
10,2020-09-28,"[0.0381051  0.01730942 0.01593062 0.04298238 0.01621982 0.03790744
 0.04128593 0.04032043 0.01751493 0.03914098 0.03984951 0.04143623
 0.04072004 0.01643012 0.03928772 0.04103321 0.03320567 0.01603391
 0.03070143 0.04143461 0.04065549 0.01895718 0.0387149  0.01597093
 0.0170045  0.03660532 0.03755833 0.0396537  0.04135721 0.01575855
 0.03523697 0.01567739]"
11,2020-09-29,"[0.03924392 0.01828025 0.01657056 0.04096056 0.01594854 0.03850215
 0.04176155 0.03923431 0.01792077 0.03893636 0.03853923 0.04130524
 0.04282137 0.01574334 0.03928066 0.0420062  0.03308359 0.01590934
 0.03102923 0.04013219 0.0414541  0.01860502 0.04019009 0.01596542
 0.01611588 0.03647912 0.03813609 0.03979041 0.03891521 0.01580532
 0.03496617 0.01636781]"
12,2020-09-30,"[0.03904981 0.01761659 0.01607502 0.04180048 0.01685703 0.03883475
 0.04102617 0.04020107 0.01757694 0.03976555 0.03888885 0.04246578
 0.04179313 0.01635136 0.03957958 0.04149826 0.03387995 0.01612397
 0.03032881 0.04084644 0.0406708  0.01884913 0.03631182 0.01569594
 0.01634808 0.03603952 0.03821022 0.04014128 0.04061016 0.01567736
 0.03601176 0.01487445]"
13,2020-10-01,"[0.03893061 0.01728127 0.01655152 0.0419118  0.01626466 0.03763834
 0.0418772  0.03914912 0.01738203 0.03984539 0.03959166 0.04096565
 0.04104085 0.01645138 0.03903579 0.04179575 0.03347026 0.01604519
 0.03009115 0.04179466 0.04067328 0.0184987  0.03989271 0.01536816
 0.01645515 0.03649217 0.03758465 0.04020371 0.0407083  0.01583311
 0.03531056 0.0158652 ]"
14,2020-10-02,"[0.03908721 0.01658851 0.01547622 0.04148205 0.01611062 0.03926406
 0.04045504 0.04062746 0.01740855 0.03985764 0.03936476 0.04191386
 0.04110089 0.01734043 0.03921134 0.04127085 0.03356684 0.01614433
 0.03033551 0.04156759 0.04159668 0.0184561  0.03812844 0.01572323
 0.0163045  0.03643858 0.03763268 0.03908768 0.04132454 0.01586915
 0.03540326 0.01586142]"
15,2020-10-05,"[0.03851701 0.01810371 0.0166486  0.04156863 0.01610507 0.03875452
 0.04180753 0.04043449 0.01757481 0.03929004 0.03714393 0.0413994
 0.04053974 0.0168956  0.03926833 0.04214086 0.03386967 0.01607995
 0.03122677 0.04121488 0.04073336 0.01869675 0.0395479  0.01574491
 0.01629593 0.03665999 0.03640753 0.03978269 0.03998685 0.01569525
 0.03581925 0.0160461 ]"
16,2020-10-06,"[0.03934358 0.0178233  0.01583246 0.03884614 0.01645538 0.03817686
 0.04220573 0.0402209  0.01751854 0.03997611 0.03886901 0.04174044
 0.04132864 0.0156862  0.03962449 0.04128609 0.03322601 0.01591777
 0.03121629 0.04149226 0.04133657 0.0191026  0.03927277 0.01586617
 0.0169498  0.03661876 0.03860481 0.03932204 0.03914822 0.01592799
 0.03508528 0.01597878]"
17,2020-10-07,"[0.03839796 0.01746465 0.01614632 0.04195381 0.01621377 0.03854896
 0.04117228 0.04026665 0.01719263 0.03982285 0.03881877 0.04136664
 0.04124967 0.0161737  0.03934886 0.04169481 0.0330934  0.01594904
 0.03069247 0.04128902 0.03995677 0.01875231 0.03943932 0.01590181
 0.01632969 0.03660604 0.03746887 0.03978778 0.04134723 0.01587825
 0.03541052 0.01626517]"
18,2020-10-08,"[0.03835995 0.01726336 0.0156846  0.04145609 0.01605148 0.03816509
 0.04130492 0.04018817 0.0174313  0.04012225 0.03793191 0.04169221
 0.04173271 0.01600911 0.04095552 0.04168694 0.03298607 0.01598015
 0.03014211 0.04090597 0.04112272 0.01965845 0.03969817 0.01619924
 0.0162241  0.03691419 0.03692021 0.03956689 0.04027719 0.01579292
 0.03540649 0.01616953]"
