,dates,weights
0,2020-09-14,"[0.03696119 0.01520343 0.03232424 0.03981388 0.03719532 0.03897914
 0.04054286 0.0152977  0.03767522 0.02225704 0.01501185 0.02969438
 0.01758319 0.03847212 0.03408932 0.01527496 0.02316123 0.01638552
 0.03874749 0.03982664 0.01556089 0.03892371 0.04000478 0.01531653
 0.03738261 0.0357057  0.01527307 0.0394256  0.03532741 0.02623282
 0.01619798 0.01627764 0.015207   0.01529853 0.01724972 0.03611931]"
1,2020-09-15,"[0.03716297 0.01536774 0.03184884 0.04006622 0.03709235 0.03968906
 0.04050108 0.01507588 0.03802231 0.02259413 0.01507803 0.02988858
 0.0178316  0.0381798  0.03459344 0.01504629 0.02400781 0.01614632
 0.03917383 0.03898846 0.01559116 0.03887942 0.03981406 0.01515775
 0.03747946 0.0355124  0.0154237  0.03950072 0.03525012 0.02541808
 0.01616887 0.01627669 0.01464959 0.01548846 0.0168718  0.03616307]"
2,2020-09-16,"[0.03750619 0.01525125 0.03222228 0.04082598 0.03630628 0.03932369
 0.0397472  0.01510765 0.03862494 0.02302963 0.01496641 0.02964698
 0.01735832 0.03896092 0.03475627 0.01468791 0.02379234 0.01605828
 0.0390723  0.03860805 0.01577832 0.0391035  0.03938641 0.01501876
 0.03841366 0.03563903 0.01507259 0.03959809 0.03397087 0.02618451
 0.01614856 0.01650604 0.01517272 0.01489759 0.01706236 0.03619424]"
3,2020-09-17,"[0.03758097 0.01533848 0.03215032 0.04002662 0.03670571 0.03807986
 0.04036436 0.0151727  0.03790852 0.02273298 0.01485705 0.02998799
 0.01806261 0.03872551 0.03453543 0.01500013 0.02463583 0.01605738
 0.03916467 0.03888876 0.01548306 0.03874783 0.03960364 0.01506562
 0.03790949 0.03523948 0.01506701 0.03989279 0.03442863 0.02509097
 0.01650398 0.01637531 0.01539889 0.01549307 0.01704988 0.03667453]"
4,2020-09-18,"[0.03767839 0.01531029 0.03154705 0.03932028 0.03644996 0.03893356
 0.0405603  0.01495157 0.03808185 0.0228423  0.01543115 0.02991628
 0.01737034 0.03837534 0.03436318 0.01470392 0.02365817 0.01599083
 0.03937456 0.0392487  0.015516   0.03888958 0.04137441 0.01499524
 0.03805207 0.03548187 0.01511584 0.04000488 0.03417076 0.02528819
 0.01636756 0.01643424 0.01536194 0.01520925 0.01735165 0.03627852]"
5,2020-09-21,"[0.03778532 0.01529963 0.03131727 0.03880604 0.03681399 0.03881624
 0.03936559 0.01523071 0.03769417 0.0225058  0.01597186 0.02993198
 0.01715246 0.03716999 0.03463929 0.01499654 0.02416    0.01636671
 0.03849803 0.04017965 0.01544769 0.03900811 0.04131598 0.01524659
 0.03689503 0.03570386 0.01574018 0.03996926 0.03489899 0.02528512
 0.01600431 0.0163889  0.01550662 0.01591119 0.01673525 0.03724159]"
6,2020-09-22,"[0.03691015 0.0151757  0.03199233 0.0402597  0.0372906  0.03970748
 0.03974758 0.01530744 0.03830858 0.02272608 0.01536115 0.03017353
 0.01742592 0.0382665  0.03410974 0.01552093 0.02326644 0.01599064
 0.03909696 0.03873663 0.01535904 0.03853413 0.04172998 0.01517213
 0.03711735 0.03636274 0.01506943 0.03959072 0.03503155 0.02526059
 0.01620098 0.01610926 0.01514301 0.01516086 0.01655278 0.03623142]"
7,2020-09-23,"[0.03791044 0.01518537 0.03137331 0.03995062 0.0368239  0.03874142
 0.03989564 0.01501612 0.03759164 0.02309745 0.01546254 0.02984565
 0.01727574 0.03805478 0.0340839  0.01516679 0.02443832 0.01600467
 0.03853654 0.03911469 0.01567031 0.0389042  0.0393405  0.01513594
 0.03806775 0.0394041  0.01491629 0.03981327 0.03459867 0.02506515
 0.01595995 0.01624248 0.01485569 0.01503346 0.01716167 0.03626106]"
8,2020-09-24,"[0.03718358 0.01520978 0.03228688 0.04033002 0.03646072 0.03898397
 0.03990388 0.01515951 0.03780249 0.02312264 0.01556863 0.02973132
 0.01707831 0.03823232 0.03444242 0.01507358 0.02407399 0.01624588
 0.03933024 0.03980163 0.0155556  0.03940722 0.04063526 0.01516137
 0.03771383 0.0348753  0.01501885 0.0396995  0.03384547 0.02508479
 0.0163117  0.01639631 0.01573499 0.01519161 0.01698496 0.03636144]"
9,2020-09-25,"[0.03696979 0.01520537 0.03249403 0.03997782 0.03698307 0.03885029
 0.0404093  0.0153821  0.03829386 0.02279753 0.0153551  0.02990002
 0.01771749 0.03867345 0.03454711 0.01535335 0.02343338 0.01611322
 0.03872654 0.03870843 0.01553049 0.03900605 0.04092247 0.01518588
 0.03716389 0.03518348 0.01501834 0.03949628 0.03513343 0.02560962
 0.01595353 0.0162032  0.01492094 0.01524255 0.01742408 0.03611457]"
10,2020-09-28,"[0.03681859 0.01551079 0.03210931 0.04066078 0.03664071 0.03882055
 0.04010279 0.01532246 0.03827741 0.02283459 0.01553683 0.02996226
 0.01751663 0.03860276 0.03487895 0.01535326 0.02383637 0.01620737
 0.03899547 0.03892135 0.015467   0.03904827 0.04087983 0.01529897
 0.037034   0.03521175 0.01463707 0.03924558 0.03385128 0.02638041
 0.01655097 0.0163326  0.01540817 0.01510373 0.01682886 0.03581229]"
11,2020-09-29,"[0.03761826 0.0153092  0.03219872 0.03984924 0.03673769 0.03867745
 0.03944872 0.01498433 0.03831081 0.02267067 0.0150195  0.02972917
 0.01757789 0.03865602 0.03444257 0.01524195 0.02377167 0.01610847
 0.0391019  0.03914521 0.01554141 0.03915249 0.04017533 0.01516051
 0.03752207 0.0365375  0.01478694 0.03976736 0.03481851 0.0253459
 0.01631686 0.01644094 0.01507126 0.01499233 0.01720502 0.03656611]"
