,dates,weights
0,2019-10-14,"[0.0375394  0.03866049 0.01532509 0.03920185 0.0382886  0.01569831
 0.01536399 0.01631875 0.04039635 0.02237763 0.04078102 0.01470379
 0.0397324  0.03563226 0.0266946  0.0202981  0.01913275 0.03959488
 0.03389547 0.01527469 0.03776983 0.0152719  0.01681175 0.04009247
 0.04032759 0.03817849 0.01600277 0.01520907 0.01991424 0.01748668
 0.04030577 0.01503289 0.03929978 0.03950063 0.02797461 0.01591107]"
1,2019-10-15,"[0.03704627 0.0394851  0.01528395 0.03899636 0.03871819 0.01575348
 0.0154064  0.0164194  0.03998253 0.02240281 0.04099291 0.01504726
 0.039392   0.03542572 0.02709323 0.02035823 0.0193646  0.04025617
 0.03358199 0.01549509 0.03718003 0.01518747 0.01687678 0.03920978
 0.03979717 0.03724448 0.01588542 0.01477989 0.01924952 0.01750563
 0.04018063 0.01504972 0.03910978 0.04029086 0.0300602  0.0158909 ]"
2,2019-10-16,"[0.03753421 0.03803484 0.01533237 0.03918562 0.03891873 0.01578297
 0.01543364 0.01626784 0.04083367 0.02248261 0.0410195  0.01500358
 0.03919197 0.03574538 0.02682123 0.02033992 0.01996365 0.03917659
 0.03387813 0.01486339 0.03807803 0.01550447 0.01624797 0.04007279
 0.03987678 0.03780675 0.01600991 0.01538189 0.0193218  0.01770109
 0.04083673 0.01503118 0.03930668 0.03900759 0.02796958 0.01603694]"
3,2019-10-17,"[0.03731278 0.03852694 0.01520755 0.03875569 0.03888544 0.01582766
 0.01555425 0.01640524 0.040716   0.02236497 0.04091354 0.01516728
 0.0395083  0.03638149 0.02646359 0.02011059 0.01923864 0.04012239
 0.0338798  0.01532148 0.03739499 0.01544949 0.01667725 0.03970234
 0.03961124 0.03781714 0.01514716 0.0152281  0.01963265 0.01766685
 0.04007273 0.01499394 0.03895693 0.04019112 0.0287813  0.01601314]"
4,2019-10-18,"[0.03751124 0.03875552 0.01529214 0.03865658 0.03891467 0.0156737
 0.01521624 0.01646884 0.04001321 0.02231948 0.04066941 0.01499488
 0.03824775 0.03530984 0.0266476  0.02165916 0.01915332 0.0394195
 0.03449342 0.01515988 0.03815941 0.01538695 0.0163617  0.0395327
 0.04055222 0.03796107 0.01538811 0.01543972 0.01950538 0.01781151
 0.04048965 0.01532869 0.039346   0.03987824 0.02833405 0.0159482 ]"
5,2019-10-21,"[0.03726028 0.03925497 0.01507626 0.03885134 0.03887741 0.01586745
 0.01582396 0.01634028 0.04000145 0.02218893 0.04113935 0.01537473
 0.03876346 0.03620895 0.0271277  0.01998807 0.01909085 0.04067088
 0.03330566 0.01552296 0.03784763 0.01507009 0.01692838 0.03978099
 0.039787   0.03754204 0.01518491 0.01543545 0.01932131 0.01703822
 0.04116414 0.01487156 0.0397533  0.03973409 0.02779112 0.01601482]"
6,2019-10-22,"[0.03764774 0.0390004  0.01513397 0.03910192 0.0390146  0.01574834
 0.01585625 0.01623317 0.04128011 0.02281244 0.04076628 0.01536776
 0.03847832 0.03585569 0.02694277 0.01934996 0.01965104 0.03972595
 0.03375509 0.01514246 0.03607957 0.01523686 0.01655688 0.03978152
 0.03874238 0.03764099 0.01520172 0.01578562 0.01988547 0.01785078
 0.04019269 0.01509681 0.04045269 0.03966569 0.02888737 0.01607875]"
7,2019-10-23,"[0.0375316  0.03709492 0.01538041 0.0391425  0.03942489 0.01578882
 0.01546417 0.01654119 0.04009924 0.02206363 0.04124808 0.01519962
 0.03914367 0.03593761 0.02677151 0.02041568 0.01918275 0.0388859
 0.03438558 0.01521102 0.03786657 0.01542012 0.01690797 0.04009241
 0.04092796 0.03647243 0.01535493 0.01544057 0.01984708 0.01733238
 0.04030249 0.01490407 0.04010283 0.04012882 0.02796685 0.01601972]"
8,2019-10-24,"[0.03731063 0.03863963 0.01547535 0.03895586 0.03935798 0.0154106
 0.0152518  0.01657742 0.03998218 0.02207742 0.03701324 0.01488965
 0.0411798  0.03587146 0.02702703 0.02044355 0.01897114 0.04215902
 0.03367041 0.01735165 0.03705198 0.01546048 0.01698243 0.0399614
 0.0397765  0.03721239 0.01614323 0.01546923 0.01953818 0.01763332
 0.04014741 0.01461984 0.03864108 0.04020495 0.02761905 0.01592268]"
9,2019-10-25,"[0.03732681 0.03930369 0.01518953 0.03898402 0.03888945 0.01600382
 0.01552787 0.01620832 0.04046452 0.02208138 0.04100261 0.01500028
 0.03929627 0.03558527 0.02894316 0.02019862 0.01932193 0.03995487
 0.03317275 0.0154956  0.03740031 0.0152753  0.01662061 0.03950689
 0.03977873 0.03732406 0.01536939 0.0150657  0.01952676 0.01759283
 0.04014956 0.01502828 0.03940589 0.04000137 0.02804863 0.01595497]"
10,2019-10-28,"[0.03733072 0.03947771 0.01529447 0.03877826 0.03920992 0.01564917
 0.01521757 0.01641753 0.04015708 0.02206628 0.04086889 0.01486062
 0.03967761 0.03577128 0.02691981 0.02049634 0.01916665 0.04080693
 0.03359417 0.01587399 0.03712736 0.01525031 0.01638042 0.03942567
 0.03990854 0.03753717 0.01560309 0.01528401 0.01965041 0.01734877
 0.0404033  0.01563502 0.03968954 0.03888202 0.02825046 0.01598884]"
11,2019-10-29,"[0.03749493 0.03864369 0.01534557 0.03865794 0.04059751 0.01575937
 0.01530636 0.01656651 0.04012267 0.02221837 0.04112808 0.01502693
 0.03951282 0.0358094  0.02669631 0.02015098 0.01961018 0.03882537
 0.03375419 0.0150498  0.03800671 0.0155462  0.01681184 0.03999616
 0.04152854 0.03707929 0.01551335 0.01533754 0.01970713 0.01754028
 0.03999324 0.01489092 0.03797428 0.03931542 0.02872555 0.0157565 ]"
